id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,question_scale,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
16,al-Mahweet,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,2,Negative,,2,3.0,7.5
17,al-Mahra,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,2,Negative,,2,0.0,0.0
18,Amran,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,2,Negative,,2,0.0,0.0
19,al-Dhali',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,2,Negative,,2,0.0,0.0
20,Rayma,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,2,Negative,,2,0.0,0.0
1,Ibb,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,13.0,7.647058824
2,Abyan,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,4.0,13.33333333
3,Sana'a City,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
4,al-Baydha',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,2.0,5.0
5,Taiz,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,7.0,3.684210526
6,al-Jawf,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,3.0,10.0
7,Hajja,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,2.0,1.6666666669999999
8,al-Hudaida,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,5.0,2.9411764710000003
9,Hadhramawt,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,3.0,3.75
10,Dhamar,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,3.0,3.0
11,Shabwa,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,2.0,5.0
12,Sana'a,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,1.0,1.428571429
13,Aden,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,16.0,32.0
14,Lahj,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
15,Marib,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
16,al-Mahweet,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
17,al-Mahra,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,1.0,10.0
18,Amran,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
19,al-Dhali',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
20,Rayma,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,3,Neither positive nor negative,,3,0.0,0.0
1,Ibb,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,12.0,7.058823529
2,Abyan,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,3.0,10.0
3,Sana'a City,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,1.0,0.7142857140000001
4,al-Baydha',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,3.0,7.5
5,Taiz,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,6.0,3.157894737
6,al-Jawf,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,2.0,6.666666667
7,Hajja,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,1.0,0.833333333
8,al-Hudaida,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,1.0,0.588235294
9,Hadhramawt,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,1.0,1.25
10,Dhamar,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,7.0,7.0
11,Shabwa,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,2.0,5.0
12,Sana'a,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
13,Aden,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,9.0,18.0
14,Lahj,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
15,Marib,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
16,al-Mahweet,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
17,al-Mahra,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
18,Amran,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
19,al-Dhali',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
20,Rayma,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,4,Positive,,4,0.0,0.0
1,Ibb,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,8.0,4.705882353
2,Abyan,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,6.0,20.0
3,Sana'a City,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,3.0,2.142857143
4,al-Baydha',international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,6.0,15.0
5,Taiz,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,2.0,1.052631579
6,al-Jawf,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
7,Hajja,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,1.0,0.833333333
8,al-Hudaida,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
9,Hadhramawt,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
10,Dhamar,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
11,Shabwa,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,2.0,5.0
12,Sana'a,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
13,Aden,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,2.0,4.0
14,Lahj,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,2.0,3.333333333
15,Marib,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
16,al-Mahweet,international relations,2.0,y,How do you evaluate the role that US plays in Yemen?,"In your opinion, is the US playing a positive or negative role in Yemen?",,5,Very positive,Very positive,,5,0.0,0.0
